tourney_name,tourney_date,tourney_level,surface,draw_size,round,best_of,minutes,score,player_name,player_rank,player_rank_points,player_age,opponent_rank,opponent_rank_points,win,rank_diff,match_load_7,match_load_14,fatigue_score_7,fatigue_score_14
Shanghai Masters,2023-10-02,M,Hard,128,R32,3,62.0,6-3 6-0,Adrian Mannarino,23.0,1526.0,35.2,7.0,4550.0,0,16.0,6,6,0.6,0.4
Stockholm,2023-10-16,A,Hard,32,R16,3,91.0,6-4 6-4,Adrian Mannarino,24.0,1481.0,35.2,42.0,1007.0,1,-18.0,0,2,0.0,0.13333333333333333
Stockholm,2023-10-16,A,Hard,32,QF,3,105.0,7-5 7-6(3),Adrian Mannarino,24.0,1481.0,35.2,140.0,432.0,0,-116.0,1,3,0.1,0.2
Basel,2023-10-23,A,Hard,32,R32,3,194.0,7-6(6) 6-7(2) 6-4,Adrian Mannarino,24.0,1515.0,35.3,20.0,1720.0,0,4.0,2,2,0.2,0.13333333333333333
Paris Masters,2023-10-30,M,Hard,64,R64,3,118.0,6-4 7-5,Adrian Mannarino,25.0,1515.0,35.3,60.0,825.0,0,-35.0,1,3,0.1,0.2
Sofia,2023-11-06,A,Hard,32,F,3,137.0,7-6(6) 2-6 6-3,Adrian Mannarino,25.0,1525.0,35.3,82.0,706.0,1,-57.0,1,2,0.1,0.13333333333333333
Sofia,2023-11-06,A,Hard,32,SF,3,85.0,6-2 7-6(2),Adrian Mannarino,25.0,1525.0,35.3,80.0,721.0,1,-55.0,2,3,0.2,0.2
Sofia,2023-11-06,A,Hard,32,QF,3,158.0,6-7(7) 6-4 6-3,Adrian Mannarino,25.0,1525.0,35.3,44.0,1019.0,1,-19.0,3,4,0.3,0.26666666666666666
Sofia,2023-11-06,A,Hard,32,R16,3,104.0,6-4 6-4,Adrian Mannarino,25.0,1525.0,35.3,94.0,644.0,1,-69.0,4,5,0.4,0.3333333333333333
United Cup,2024-01-01,T,Hard,18,RR,3,109.0,6-4 6-4,Adrian Mannarino,22.0,1755.0,35.5,46.0,990.0,1,-24.0,0,0,0.0,0.0
United Cup,2024-01-01,T,Hard,18,SF,3,101.0,6-3 7-5,Adrian Mannarino,22.0,1755.0,35.5,9.0,3245.0,0,13.0,1,1,0.1,0.06666666666666667
United Cup,2024-01-01,T,Hard,18,QF,3,76.0,6-1 6-4,Adrian Mannarino,22.0,1755.0,35.5,11.0,2825.0,0,11.0,2,2,0.2,0.13333333333333333
United Cup,2024-01-01,T,Hard,18,RR,3,145.0,4-6 6-4 6-3,Adrian Mannarino,22.0,1755.0,35.5,7.0,3985.0,0,15.0,3,3,0.3,0.2
Australian Open,2024-01-15,G,Hard,128,R128,5,216.0,6-4 3-6 5-7 6-3 6-0,Adrian Mannarino,19.0,1765.0,35.5,56.0,907.0,1,-37.0,0,4,0.0,0.26666666666666666
Australian Open,2024-01-15,G,Hard,128,R64,5,204.0,6-3 6-3 1-6 2-6 6-3,Adrian Mannarino,19.0,1765.0,35.5,82.0,706.0,1,-63.0,1,5,0.1,0.3333333333333333
Australian Open,2024-01-15,G,Hard,128,R32,5,286.0,7-6(4) 1-6 6-7(2) 6-3 6-4,Adrian Mannarino,19.0,1765.0,35.5,16.0,2225.0,1,3.0,2,6,0.2,0.4
Australian Open,2024-01-15,G,Hard,128,R16,5,104.0,6-0 6-0 6-3,Adrian Mannarino,19.0,1765.0,35.5,1.0,11055.0,0,18.0,3,7,0.3,0.4666666666666667
Davis Cup QLS R1: TPE vs FRA,2024-02-03,D,Hard,4,RR,3,102.0,6-3 7-5,Adrian Mannarino,17.0,1920.0,35.5,238.0,255.0,1,-221.0,0,0,0.0,0.0
Dallas,2024-02-05,A,Hard,32,QF,3,52.0,6-2 3-1 RET,Adrian Mannarino,17.0,1920.0,35.6,106.0,591.0,1,-89.0,1,1,0.1,0.06666666666666667
Dallas,2024-02-05,A,Hard,32,R16,3,0.0,W/O,Adrian Mannarino,17.0,1920.0,35.6,83.0,695.0,1,-66.0,2,2,0.2,0.13333333333333333
Dallas,2024-02-05,A,Hard,32,SF,3,74.0,6-1 6-3,Adrian Mannarino,17.0,1920.0,35.6,67.0,825.0,0,-50.0,3,3,0.3,0.2
Delray Beach,2024-02-12,A,Hard,32,R16,3,124.0,6-0 6-7(5) 6-1,Adrian Mannarino,19.0,1975.0,35.6,52.0,945.0,0,-33.0,3,4,0.3,0.26666666666666666
Dubai,2024-02-26,A,Hard,32,R32,3,112.0,7-6(3) 7-5,Adrian Mannarino,19.0,1950.0,35.6,75.0,790.0,0,-56.0,0,1,0.0,0.06666666666666667
Indian Wells Masters,2024-03-04,M,Hard,128,R64,3,74.0,6-1 6-2,Adrian Mannarino,21.0,1950.0,35.6,63.0,868.0,1,-42.0,1,1,0.1,0.06666666666666667
Indian Wells Masters,2024-03-04,M,Hard,128,R32,3,80.0,6-3 6-3,Adrian Mannarino,21.0,1950.0,35.6,13.0,2880.0,0,8.0,2,2,0.2,0.13333333333333333
Miami Masters,2024-03-18,M,Hard,128,R64,3,164.0,3-6 7-6(1) 6-4,Adrian Mannarino,20.0,1955.0,35.7,56.0,940.0,0,-36.0,0,2,0.0,0.13333333333333333
Madrid Masters,2024-04-22,M,Clay,128,R64,3,71.0,6-0 6-4,Adrian Mannarino,20.0,1875.0,35.8,35.0,1240.0,0,-15.0,0,0,0.0,0.0
Rome Masters,2024-05-06,M,Clay,128,R64,3,71.0,6-1 6-3,Adrian Mannarino,21.0,1875.0,35.8,56.0,868.0,0,-35.0,0,1,0.0,0.06666666666666667
Lyon,2024-05-20,A,Clay,32,R16,3,120.0,7-6(4) 6-3,Adrian Mannarino,22.0,1865.0,35.8,47.0,1002.0,0,-25.0,0,1,0.0,0.06666666666666667
Roland Garros,2024-05-27,G,Clay,128,R128,5,169.5,4-6 6-2 6-1 6-2,Adrian Mannarino,22.0,1865.0,35.9,148.0,420.0,0,-126.0,1,1,0.1,0.06666666666666667
's-Hertogenbosch,2024-06-10,A,Grass,32,R32,3,147.0,3-6 7-6(5) 6-2,Adrian Mannarino,21.0,1865.0,35.9,125.0,517.0,1,-104.0,0,1,0.0,0.06666666666666667
's-Hertogenbosch,2024-06-10,A,Grass,32,R16,3,78.0,6-3 6-3,Adrian Mannarino,21.0,1865.0,35.9,232.0,259.0,0,-211.0,1,2,0.1,0.13333333333333333
Queen's Club,2024-06-17,A,Grass,32,R32,3,62.0,6-1 6-2,Adrian Mannarino,21.0,1845.0,35.9,10.0,3775.0,0,11.0,2,2,0.2,0.13333333333333333
Mallorca,2024-06-24,A,Grass,32,R16,3,109.0,7-6(5) 6-4,Adrian Mannarino,22.0,1765.0,35.9,62.0,844.0,0,-40.0,1,3,0.1,0.2
Wimbledon,2024-07-01,G,Grass,128,R128,5,175.0,6-4 3-6 7-5 6-4,Adrian Mannarino,24.0,1625.0,36.0,33.0,1260.0,0,-9.0,1,2,0.1,0.13333333333333333
Newport,2024-07-15,A,Grass,32,R16,3,114.0,6-4 3-6 6-4,Adrian Mannarino,25.0,1590.0,36.0,1187.0,7.0,0,-1162.0,0,1,0.0,0.06666666666666667
Atlanta,2024-07-22,A,Hard,32,R16,3,161.0,7-6(6) 4-6 6-3,Adrian Mannarino,32.0,1340.0,36.0,146.0,418.0,0,-114.0,1,1,0.1,0.06666666666666667
Washington,2024-07-29,A,Hard,64,R32,3,58.0,6-2 6-1,Adrian Mannarino,32.0,1340.0,36.0,139.0,450.0,0,-107.0,1,2,0.1,0.13333333333333333
Canada Masters,2024-08-05,M,Hard,64,R64,3,126.0,6-4 2-6 6-4,Adrian Mannarino,31.0,1340.0,36.1,65.0,786.0,0,-34.0,1,2,0.1,0.13333333333333333
Cincinnati Masters,2024-08-12,M,Hard,64,R64,3,123.0,6-4 3-6 6-1,Adrian Mannarino,33.0,1340.0,36.1,39.0,1265.0,0,-6.0,1,2,0.1,0.13333333333333333
Winston-Salem,2024-08-19,A,Hard,64,R32,3,119.0,7-6(5) 2-6 6-1,Adrian Mannarino,42.0,1170.0,36.1,94.0,604.0,0,-52.0,1,2,0.1,0.13333333333333333
US Open,2024-08-26,G,Hard,128,R128,5,138.0,7-5 6-2 6-3,Adrian Mannarino,42.0,1170.0,36.1,98.0,582.0,1,-56.0,1,2,0.1,0.13333333333333333
US Open,2024-08-26,G,Hard,128,R64,5,227.0,6-7(8) 6-3 6-2 7-6(1),Adrian Mannarino,42.0,1170.0,36.1,78.0,725.0,0,-36.0,2,3,0.2,0.2
Chengdu,2024-09-18,A,Hard,28,R16,3,165.0,7-6(3) 2-6 6-4,Adrian Mannarino,46.0,1144.0,36.2,531.0,72.0,1,-485.0,0,0,0.0,0.0
Chengdu,2024-09-18,A,Hard,28,R32,3,151.0,6-7(9) 6-1 6-3,Adrian Mannarino,46.0,1144.0,36.2,164.0,363.0,1,-118.0,1,1,0.1,0.06666666666666667
Chengdu,2024-09-18,A,Hard,28,QF,3,136.0,6-2 5-7 6-2,Adrian Mannarino,46.0,1144.0,36.2,19.0,2345.0,0,27.0,2,2,0.2,0.13333333333333333
Beijing,2024-09-26,A,Hard,32,R32,3,117.0,1-6 6-2 6-3,Adrian Mannarino,44.0,1184.0,36.2,50.0,1081.0,1,-6.0,0,3,0.0,0.2
Beijing,2024-09-26,A,Hard,32,R16,3,101.0,7-6(6) 6-2,Adrian Mannarino,44.0,1184.0,36.2,5.0,5475.0,0,39.0,1,4,0.1,0.26666666666666666
Shanghai Masters,2024-10-02,M,Hard,96,R128,3,94.0,6-3 1-6 6-0,Adrian Mannarino,53.0,984.0,36.2,131.0,452.0,0,-78.0,2,5,0.2,0.3333333333333333
Almaty,2024-10-14,A,Hard,28,R32,3,165.0,5-7 7-6(4) 6-3,Adrian Mannarino,56.0,949.0,36.2,58.0,908.0,1,-2.0,0,1,0.0,0.06666666666666667
Almaty,2024-10-14,A,Hard,28,R16,3,94.0,7-6(4) 6-3,Adrian Mannarino,56.0,949.0,36.2,85.0,669.0,0,-29.0,1,2,0.1,0.13333333333333333
Basel,2024-10-21,A,Hard,32,R32,3,121.0,6-3 3-6 7-5,Adrian Mannarino,57.0,929.0,36.3,169.0,343.0,0,-112.0,2,2,0.2,0.13333333333333333
Paris Masters,2024-10-28,M,Hard,56,R32,3,132.0,3-6 6-2 6-4,Adrian Mannarino,58.0,929.0,36.3,65.0,833.0,1,-7.0,1,3,0.1,0.2
Paris Masters,2024-10-28,M,Hard,56,R64,3,102.0,6-3 7-5,Adrian Mannarino,58.0,929.0,36.3,12.0,3180.0,1,46.0,2,4,0.2,0.26666666666666666
Paris Masters,2024-10-28,M,Hard,56,R16,3,140.0,7-5 7-6(5),Adrian Mannarino,58.0,929.0,36.3,28.0,1571.0,0,30.0,3,5,0.3,0.3333333333333333
Metz,2024-11-04,A,Hard,28,R32,3,95.0,7-6(4) 6-4,Adrian Mannarino,54.0,1019.0,36.3,72.0,749.0,0,-18.0,3,4,0.3,0.26666666666666666
Davis Cup WG2 R1: LTU vs EGY,2022-09-17,D,Hard,4,RR,3,101.0,6-3 7-5,Ainius Sabaliauskas,1783.0,1.0,19.1,1561.0,2.0,1,222.0,0,0,0.0,0.0
Davis Cup WG1 R1: FIN vs NZL,2022-09-16,D,Hard,4,RR,3,101.0,6-4 6-3,Ajeet Rai,679.0,32.0,23.6,252.0,199.0,0,427.0,0,0,0.0,0.0
Davis Cup WG1 PO: NZL vs TUR,2024-02-02,D,Hard,4,RR,3,125.0,6-7(5) 6-2 6-4,Ajeet Rai,538.0,70.0,25.0,325.0,163.0,0,213.0,0,0,0.0,0.0
Davis Cup WG1 PO: NZL vs TUR,2024-02-02,D,Hard,4,RR,3,116.0,6-3 6-2,Ajeet Rai,538.0,70.0,25.0,371.0,131.0,0,167.0,1,1,0.1,0.06666666666666667
Davis Cup WG2 R1: NZL vs LUX,2024-09-14,D,Hard,4,RR,3,67.0,6-2 6-4,Ajeet Rai,498.0,81.0,25.6,507.0,77.0,0,-9.0,0,0,0.0,0.0
Davis Cup WG1 R1: BIH vs MEX,2022-09-16,D,Clay,4,RR,3,107.0,6-2 6-1,Alan Fernando Rubio Fierros,915.0,13.0,23.6,193.0,276.0,0,722.0,0,0,0.0,0.0
Davis Cup WG2 R1: GEO vs MEX,2024-09-14,D,Hard,4,RR,3,114.0,7-6(3) 6-4,Alan Fernando Rubio Fierros,707.0,38.0,25.5,427.0,103.0,1,280.0,0,0,0.0,0.0
Davis Cup WG2 R1: GEO vs MEX,2024-09-14,D,Hard,4,RR,3,86.0,6-3 7-6(5),Alan Fernando Rubio Fierros,707.0,38.0,25.5,512.0,75.0,0,195.0,1,1,0.1,0.06666666666666667
Wimbledon,2022-06-27,G,Grass,128,R128,5,145.0,6-3 6-3 7-6(3),Alastair Gray,288.0,173.0,24.0,95.0,626.0,1,193.0,0,0,0.0,0.0
Wimbledon,2022-06-27,G,Grass,128,R64,5,124.0,6-3 7-6(3) 6-3,Alastair Gray,288.0,173.0,24.0,14.0,3045.0,0,274.0,1,1,0.1,0.06666666666666667
Australian Open,2022-01-17,G,Hard,128,R128,5,206.0,6-4 4-6 6-3 1-6 6-2,Albert Ramos,44.0,1259.0,34.0,88.0,791.0,0,-44.0,0,0,0.0,0.0
Cordoba,2022-01-31,A,Clay,32,F,3,160.0,4-6 6-3 6-4,Albert Ramos,44.0,1259.0,34.0,144.0,483.0,1,-100.0,0,1,0.0,0.06666666666666667
Cordoba,2022-01-31,A,Clay,32,SF,3,107.0,7-6(4) 6-4,Albert Ramos,44.0,1259.0,34.0,139.0,512.0,1,-95.0,1,2,0.1,0.13333333333333333
Cordoba,2022-01-31,A,Clay,32,QF,3,147.0,7-6(5) 7-5,Albert Ramos,44.0,1259.0,34.0,23.0,1937.0,1,21.0,2,3,0.2,0.2
Cordoba,2022-01-31,A,Clay,32,R16,3,72.0,6-4 2-3 RET,Albert Ramos,44.0,1259.0,34.0,129.0,567.0,1,-85.0,3,4,0.3,0.26666666666666666
Cordoba,2022-01-31,A,Clay,32,R32,3,89.0,6-4 6-3,Albert Ramos,44.0,1259.0,34.0,115.0,624.0,1,-71.0,4,5,0.4,0.3333333333333333
Buenos Aires,2022-02-07,A,Clay,32,R32,3,80.0,6-3 6-3,Albert Ramos,32.0,1499.0,34.0,104.0,680.0,0,-72.0,5,5,0.5,0.3333333333333333
Rio de Janeiro,2022-02-14,A,Clay,32,R32,3,86.0,6-3 6-4,Albert Ramos,33.0,1499.0,34.0,144.0,474.0,1,-111.0,1,6,0.1,0.4
Rio de Janeiro,2022-02-14,A,Clay,32,R16,3,192.0,7-5 5-7 6-3,Albert Ramos,33.0,1499.0,34.0,74.0,875.0,0,-41.0,2,7,0.2,0.4666666666666667
Santiago,2022-02-21,A,Clay,32,QF,3,113.0,7-5 6-2,Albert Ramos,31.0,1529.0,34.0,74.0,838.0,1,-43.0,2,3,0.2,0.2
Santiago,2022-02-21,A,Clay,32,R16,3,111.0,6-2 7-6(4),Albert Ramos,31.0,1529.0,34.0,108.0,625.0,1,-77.0,3,4,0.3,0.26666666666666666
Santiago,2022-02-21,A,Clay,32,SF,3,152.0,6-4 4-6 6-2,Albert Ramos,31.0,1529.0,34.0,78.0,821.0,0,-47.0,4,5,0.4,0.3333333333333333
Miami Masters,2022-03-21,M,Hard,128,R64,3,160.0,4-6 7-6(6) 6-3,Albert Ramos,35.0,1314.0,34.1,38.0,1269.0,0,-3.0,0,0,0.0,0.0
Marrakech,2022-04-04,A,Clay,32,R32,3,101.0,7-6(5) 6-1,Albert Ramos,33.0,1301.0,34.2,82.0,791.0,0,-49.0,0,1,0.0,0.06666666666666667
Monte Carlo Masters,2022-04-11,M,Clay,64,R32,3,151.0,6-4 2-6 6-4,Albert Ramos,37.0,1221.0,34.2,10.0,3440.0,1,27.0,1,1,0.1,0.06666666666666667
Monte Carlo Masters,2022-04-11,M,Clay,64,R64,3,149.0,6-4 4-6 6-2,Albert Ramos,37.0,1221.0,34.2,58.0,957.0,1,-21.0,2,2,0.2,0.13333333333333333
Monte Carlo Masters,2022-04-11,M,Clay,64,R16,3,88.0,7-6(2) 6-2,Albert Ramos,37.0,1221.0,34.2,14.0,2873.0,0,23.0,3,3,0.3,0.2
Barcelona,2022-04-18,A,Clay,64,R32,3,98.0,6-3 6-4,Albert Ramos,32.0,1301.0,34.2,40.0,1171.0,0,-8.0,3,4,0.3,0.26666666666666666
Estoril,2022-04-25,A,Clay,32,QF,3,80.0,6-2 6-2,Albert Ramos,31.0,1266.0,34.2,118.0,554.0,1,-87.0,1,4,0.1,0.26666666666666666
Estoril,2022-04-25,A,Clay,32,R16,3,130.0,5-7 6-1 6-2,Albert Ramos,31.0,1266.0,34.2,71.0,858.0,1,-40.0,2,5,0.2,0.3333333333333333
Estoril,2022-04-25,A,Clay,32,R32,3,130.0,6-4 3-6 6-4,Albert Ramos,31.0,1266.0,34.2,87.0,748.0,1,-56.0,3,6,0.3,0.4
Estoril,2022-04-25,A,Clay,32,SF,3,155.0,6-3 6-7(7) 6-0,Albert Ramos,31.0,1266.0,34.2,59.0,921.0,0,-28.0,4,7,0.4,0.4666666666666667
Madrid Masters,2022-05-02,M,Clay,64,R64,3,134.0,6-3 3-6 6-4,Albert Ramos,43.0,1106.0,34.2,24.0,1695.0,0,19.0,4,5,0.4,0.3333333333333333
Rome Masters,2022-05-09,M,Clay,64,R64,3,93.0,6-4 6-4,Albert Ramos,43.0,1071.0,34.3,34.0,1208.0,0,9.0,1,5,0.1,0.3333333333333333
Geneva,2022-05-16,A,Clay,32,R32,3,103.0,7-6(5) 6-4,Albert Ramos,42.0,1071.0,34.3,124.0,502.0,0,-82.0,1,2,0.1,0.13333333333333333
Roland Garros,2022-05-23,G,Clay,128,R128,5,169.5,6-4 4-6 6-4 7-6(5),Albert Ramos,44.0,1058.0,34.3,86.0,718.0,1,-42.0,1,2,0.1,0.13333333333333333
Roland Garros,2022-05-23,G,Clay,128,R64,5,169.5,6-1 6-7(7) 5-7 7-6(2) 6-4,Albert Ramos,44.0,1058.0,34.3,6.0,4648.0,0,38.0,2,3,0.2,0.2
Queen's Club,2022-06-13,A,Grass,32,R32,3,82.0,7-5 6-4,Albert Ramos,40.0,1080.0,34.4,44.0,1050.0,0,-4.0,0,0,0.0,0.0
Wimbledon,2022-06-27,G,Grass,128,R128,5,164.0,7-6(1) 7-6(9) 6-2,Albert Ramos,39.0,1080.0,34.4,6.0,5050.0,0,33.0,0,1,0.0,0.06666666666666667
Bastad,2022-07-11,A,Clay,32,R32,3,98.0,6-3 6-3,Albert Ramos,38.0,1065.0,34.4,78.0,682.0,1,-40.0,0,1,0.0,0.06666666666666667
Bastad,2022-07-11,A,Clay,32,R16,3,166.0,4-6 7-6(5) 7-5,Albert Ramos,38.0,1065.0,34.4,18.0,1926.0,0,20.0,1,2,0.1,0.13333333333333333
Gstaad,2022-07-18,A,Clay,32,QF,3,171.0,7-6(4) 4-6 7-6(8),Albert Ramos,40.0,1040.0,34.4,118.0,461.0,1,-78.0,2,2,0.2,0.13333333333333333
Gstaad,2022-07-18,A,Clay,32,R16,3,119.0,6-3 4-6 6-1,Albert Ramos,40.0,1040.0,34.4,180.0,287.0,1,-140.0,3,3,0.3,0.2
Gstaad,2022-07-18,A,Clay,32,SF,3,62.0,6-2 6-0,Albert Ramos,40.0,1040.0,34.4,5.0,4890.0,0,35.0,4,4,0.4,0.26666666666666666
Kitzbuhel,2022-07-25,A,Clay,32,QF,3,109.0,6-4 6-2,Albert Ramos,52.0,915.0,34.5,49.0,965.0,1,3.0,3,5,0.3,0.3333333333333333
Kitzbuhel,2022-07-25,A,Clay,32,R16,3,94.0,6-3 6-4,Albert Ramos,52.0,915.0,34.5,109.0,520.0,1,-57.0,4,6,0.4,0.4
Kitzbuhel,2022-07-25,A,Clay,32,SF,3,124.0,6-3 7-6(3),Albert Ramos,52.0,915.0,34.5,20.0,1600.0,0,32.0,5,7,0.5,0.4666666666666667
Canada Masters,2022-08-08,M,Hard,64,R32,3,118.0,6-4 6-2,Albert Ramos,43.0,1005.0,34.5,15.0,2245.0,1,28.0,0,3,0.0,0.2
Canada Masters,2022-08-08,M,Hard,64,R64,3,106.0,7-6(2) 6-2,Albert Ramos,43.0,1005.0,34.5,61.0,745.0,1,-18.0,1,4,0.1,0.26666666666666666
Canada Masters,2022-08-08,M,Hard,64,R16,3,145.0,6-7(6) 6-2 7-6(3),Albert Ramos,43.0,1005.0,34.5,10.0,3015.0,0,33.0,2,5,0.2,0.3333333333333333
Cincinnati Masters,2022-08-15,M,Hard,64,R64,3,83.0,6-2 6-3,Albert Ramos,40.0,1085.0,34.5,61.0,756.0,0,-21.0,3,3,0.3,0.2
Winston-Salem,2022-08-22,A,Hard,64,R32,3,93.0,6-4 6-4,Albert Ramos,42.0,1050.0,34.5,104.0,516.0,1,-62.0,1,4,0.1,0.26666666666666666
Winston-Salem,2022-08-22,A,Hard,64,R16,3,85.0,6-3 6-3,Albert Ramos,42.0,1050.0,34.5,65.0,741.0,0,-23.0,2,5,0.2,0.3333333333333333
US Open,2022-08-29,G,Hard,128,R128,5,141.0,6-3 6-4 7-5,Albert Ramos,42.0,1070.0,34.6,114.0,479.0,1,-72.0,2,3,0.2,0.2
US Open,2022-08-29,G,Hard,128,R64,5,159.0,6-3 7-6(4) 6-3,Albert Ramos,42.0,1070.0,34.6,17.0,2175.0,0,25.0,3,4,0.3,0.26666666666666666
Davis Cup Finals RR: ESP vs SRB,2022-09-14,D,Hard,2,RR,3,101.0,2-6 7-6(5) 7-5,Albert Ramos,40.0,1070.0,34.6,66.0,747.0,1,-26.0,0,0,0.0,0.0
Astana,2022-10-03,A,Hard,32,R32,3,80.0,6-3 6-1,Albert Ramos,40.0,1085.0,34.7,4.0,5065.0,0,36.0,0,0,0.0,0.0
Gijon,2022-10-10,A,Hard,32,R32,3,123.0,4-6 6-4 6-2,Albert Ramos,40.0,1085.0,34.7,62.0,806.0,0,-22.0,1,1,0.1,0.06666666666666667
Naples,2022-10-17,A,Hard,32,R32,3,121.0,7-5 7-6(5),Albert Ramos,40.0,1050.0,34.7,94.0,573.0,0,-54.0,1,2,0.1,0.13333333333333333
Basel,2022-10-24,A,Hard,32,R32,3,134.0,1-6 6-3 6-4,Albert Ramos,40.0,1050.0,34.7,23.0,1746.0,1,17.0,1,2,0.1,0.13333333333333333
Basel,2022-10-24,A,Hard,32,R16,3,76.0,6-3 6-3,Albert Ramos,40.0,1050.0,34.7,38.0,1095.0,0,2.0,2,3,0.2,0.2
Paris Masters,2022-10-31,M,Hard,64,R64,3,91.0,6-3 6-3,Albert Ramos,39.0,1085.0,34.7,14.0,2450.0,0,25.0,2,3,0.2,0.2
United Cup,2023-01-02,T,Hard,18,RR,3,129.0,6-3 4-6 6-3,Albert Ramos,39.0,1075.0,34.9,107.0,538.0,0,-68.0,0,0,0.0,0.0
United Cup,2023-01-02,T,Hard,18,RR,3,139.0,6-3 1-6 6-3,Albert Ramos,39.0,1075.0,34.9,27.0,1585.0,0,12.0,1,1,0.1,0.06666666666666667
Adelaide 2,2023-01-09,A,Hard,32,R32,3,166.0,4-6 6-3 7-6(6),Albert Ramos,38.0,1075.0,34.9,148.0,378.0,0,-110.0,2,2,0.2,0.13333333333333333
Australian Open,2023-01-16,G,Hard,128,R128,5,203.0,7-6(2) 7-5 3-6 6-3,Albert Ramos,37.0,1075.0,34.9,41.0,992.0,0,-4.0,1,3,0.1,0.2
Cordoba,2023-02-06,A,Clay,32,QF,3,132.0,6-4 2-6 6-1,Albert Ramos,54.0,845.0,35.0,162.0,362.0,1,-108.0,0,0,0.0,0.0
Cordoba,2023-02-06,A,Clay,32,R16,3,130.0,6-4 2-6 6-2,Albert Ramos,54.0,845.0,35.0,89.0,591.0,1,-35.0,1,1,0.1,0.06666666666666667
Cordoba,2023-02-06,A,Clay,32,SF,3,152.0,6-4 7-6(2),Albert Ramos,54.0,845.0,35.0,67.0,775.0,0,-13.0,2,2,0.2,0.13333333333333333
Buenos Aires,2023-02-13,A,Clay,32,R32,3,136.0,7-5 6-4,Albert Ramos,44.0,915.0,35.0,76.0,695.0,0,-32.0,3,3,0.3,0.2
Rio de Janeiro,2023-02-20,A,Clay,32,R16,3,81.0,6-2 6-4,Albert Ramos,47.0,890.0,35.0,88.0,594.0,1,-41.0,1,4,0.1,0.26666666666666666
Rio de Janeiro,2023-02-20,A,Clay,32,R32,3,204.0,5-7 6-4 6-4,Albert Ramos,47.0,890.0,35.0,75.0,684.0,1,-28.0,2,5,0.2,0.3333333333333333
Rio de Janeiro,2023-02-20,A,Clay,32,QF,3,151.0,6-4 2-6 6-4,Albert Ramos,47.0,890.0,35.0,63.0,786.0,0,-16.0,3,6,0.3,0.4
Santiago,2023-02-27,A,Clay,32,R32,3,180.0,7-5 4-6 7-5,Albert Ramos,50.0,890.0,35.1,84.0,631.0,0,-34.0,3,4,0.3,0.26666666666666666
Indian Wells Masters,2023-03-06,M,Hard,128,R128,3,82.0,6-3 6-2,Albert Ramos,50.0,890.0,35.1,63.0,820.0,0,-13.0,1,4,0.1,0.26666666666666666
Miami Masters,2023-03-20,M,Hard,128,R128,3,156.0,6-7(4) 7-6(2) 6-3,Albert Ramos,51.0,880.0,35.1,47.0,904.0,0,4.0,0,1,0.0,0.06666666666666667
Estoril,2023-04-03,A,Clay,32,R32,3,140.0,3-6 6-1 6-4,Albert Ramos,52.0,880.0,35.2,120.0,490.0,0,-68.0,0,1,0.0,0.06666666666666667
Monte Carlo Masters,2023-04-10,M,Clay,64,R64,3,88.0,6-4 6-3,Albert Ramos,50.0,880.0,35.2,100.0,574.0,0,-50.0,1,1,0.1,0.06666666666666667
Barcelona,2023-04-17,A,Clay,64,R64,3,120.0,6-3 1-6 6-4,Albert Ramos,58.0,810.0,35.2,120.0,497.0,0,-62.0,1,2,0.1,0.13333333333333333
Madrid Masters,2023-04-24,M,Clay,128,R128,3,178.0,4-6 7-6(3) 6-2,Albert Ramos,60.0,810.0,35.2,69.0,761.0,1,-9.0,1,2,0.1,0.13333333333333333
Madrid Masters,2023-04-24,M,Clay,128,R64,3,92.0,6-3 6-4,Albert Ramos,60.0,810.0,35.2,35.0,1095.0,0,25.0,2,3,0.2,0.2
Rome Masters,2023-05-08,M,Clay,128,R128,3,138.0,4-6 6-1 6-4,Albert Ramos,72.0,745.0,35.3,126.0,499.0,1,-54.0,0,2,0.0,0.13333333333333333
Rome Masters,2023-05-08,M,Clay,128,R64,3,86.0,6-4 6-1,Albert Ramos,72.0,745.0,35.3,2.0,6770.0,0,70.0,1,3,0.1,0.2
Lyon,2023-05-22,A,Clay,32,R32,3,191.0,3-6 7-6(7) 6-4,Albert Ramos,66.0,782.0,35.3,97.0,648.0,0,-31.0,0,2,0.0,0.13333333333333333
Roland Garros,2023-05-29,G,Clay,128,R128,5,276.0,7-6(5) 6-4 6-7(2) 1-6 6-4,Albert Ramos,67.0,782.0,35.3,89.0,684.0,0,-22.0,1,1,0.1,0.06666666666666667
Mallorca,2023-06-26,A,Grass,32,R32,3,115.0,7-6(0) 7-6(3),Albert Ramos,72.0,752.0,35.4,85.0,681.0,0,-13.0,0,0,0.0,0.0
Wimbledon,2023-07-03,G,Grass,128,R128,5,100.0,6-1 6-4 6-4,Albert Ramos,76.0,752.0,35.4,18.0,2060.0,0,58.0,1,1,0.1,0.06666666666666667
Gstaad,2023-07-17,A,Clay,32,SF,3,91.0,6-2 6-3,Albert Ramos,79.0,742.0,35.4,44.0,1010.0,1,35.0,0,1,0.0,0.06666666666666667
Gstaad,2023-07-17,A,Clay,32,QF,3,160.0,6-7(2) 6-1 6-4,Albert Ramos,79.0,742.0,35.4,66.0,808.0,1,13.0,1,2,0.1,0.13333333333333333
